5.4923 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
5.4970 	WARNING 	Speech-to-text recognition using Google online services is not available (use command `pip install google-api-core google-auth google-cloud google-cloud-speech googleapis-common-protos` to get it). Transcription will be unavailable using that service this session.
5.5041 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
28.4539 	WARNING 	User requested fullscreen with size [1920 1280], but screen is actually [1920, 1080]. Using actual size
29.4866 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029862628FA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029862629000>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029862629300>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029863878F10>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
29.4868 	EXP 	window1: mouseVisible = True
29.4868 	EXP 	window1: backgroundImage = None
29.4869 	EXP 	window1: backgroundFit = 'cover'
29.4869 	EXP 	window1: mouseVisible = True
29.4870 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
29.4870 	EXP 	window1: recordFrameIntervals = False
29.6516 	EXP 	window1: recordFrameIntervals = True
29.8353 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
29.8353 	EXP 	window1: recordFrameIntervals = False
