image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,welcome_text.stopped,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/17_Daniel_Radcliffe_0007.jpg,target,0,0,0,0,0,28,28,12,,,,,,,,,,,,,,240.9174428000042,240.9174428000042,241.4013894000018,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/22_Emma_Watson_0003.jpg,non_target,0,0,0,0,0,29,29,41,,,,,,,,,,,,,,241.91854109999986,241.91854109999986,242.40262830000574,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/44_Will_Smith_0007.jpg,non_target,0,0,0,0,0,30,30,92,,,,,,,,,,,,,,242.90358350000315,242.90358350000315,243.40354680000019,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/54_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,31,31,113,,,,,,,,,,,,,,243.90406269999949,243.90406269999949,244.38794770000095,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/43_Will_Smith_0010.jpg,non_target,0,0,0,0,0,32,32,90,,,,,,,,,,,,,,244.90499740000087,244.90499740000087,245.38903230000142,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/40_Jim_Parsons_0015.jpg,non_target,0,0,0,0,0,33,33,85,,,,,,,,,,,,,,245.90630890000466,245.90630890000466,246.39024960000097,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/47_Johnny_Depp_0004.jpg,non_target,0,0,0,0,0,34,34,98,,,,,,,,,,,,,,246.90742350000073,246.90742350000073,247.39119040000514,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/25_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,35,35,53,,,,,,,,,,,,,,247.90856370000256,247.90856370000256,248.39242370000284,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/52_Jackie_Chan_0002.jpg,non_target,0,0,0,0,0,36,36,111,,,,,,,,,,,,,,248.90959809999913,248.90959809999913,249.39344430000347,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/32_Jim_Parsons_0016.jpg,non_target,0,0,0,0,0,37,37,62,,,,,,,,,,,,,,249.91063500000018,249.91063500000018,250.39452330000495,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/24_Scarlett_Johansson_0011.jpg,non_target,0,0,0,0,0,38,38,52,,,,,,,,,,,,,,250.91182180000033,250.91182180000033,251.3955946999995,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/39_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,39,39,83,,,,,,,,,,,,,,251.8962965000028,251.8962965000028,252.39675290000014,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/21_Margot_Robbie_0003.jpg,non_target,0,0,0,0,0,40,40,37,,,,,,,,,,,,,,252.91392949999863,252.91392949999863,253.39780040000187,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/49_Johnny_Depp_0013.jpg,non_target,0,0,0,0,0,41,41,103,,,,,,,,,,,,,,253.91504170000553,253.91504170000553,254.3989120000042,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/21_Emma_Stone_0003.jpg,non_target,0,0,0,0,0,42,42,35,,,,,,,,,,,,,,254.89927460000035,254.89927460000035,255.40011300000333,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/16_Emma_Stone_0012.jpg,non_target,0,0,0,0,0,43,43,9,,,,,,,,,,,,,,255.9173069000026,255.9173069000026,256.4011182000031,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/21_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,44,44,31,,,,,,,,,,,,,,256.9015289000017,256.9015289000017,257.40225900000223,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/14_Emma_Watson_0008.jpg,non_target,0,0,0,0,0,45,45,2,,,,,,,,,,,,,,257.91942160000326,257.91942160000326,258.4033828000029,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/43_Will_Smith_0007.jpg,non_target,0,0,0,0,0,46,46,89,,,,,,,,,,,,,,258.92055999999866,258.92055999999866,259.4044064000045,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/39_Jim_Parsons_0008.jpg,non_target,0,0,0,0,0,47,47,80,,,,,,,,,,,,,,259.9049191000013,259.9049191000013,260.3888708000013,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/18_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,48,48,19,,,,,,,,,,,,,,260.8927137999999,260.8927137999999,261.3901446000018,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/19_Margot_Robbie_0001.jpg,non_target,0,0,0,0,0,49,49,23,,,,,,,,,,,,,,261.8906715000048,261.8906715000048,262.39127340000414,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/20_Emma_Watson_0007.jpg,non_target,0,0,0,0,0,50,50,26,,,,,,,,,,,,,,262.9082395000005,262.9082395000005,263.3920606000029,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/43_Will_Smith_0006.jpg,non_target,0,0,0,0,0,51,51,88,,,,,,,,,,,,,,263.909467700003,263.909467700003,264.3932796000008,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/57_Jackie_Chan_0010.jpg,non_target,0,0,0,0,0,52,52,118,,,,,,,,,,,,,,264.8965379000001,264.8965379000001,265.3944200000042,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/40_Jim_Parsons_0004.jpg,non_target,0,0,0,0,0,53,53,84,,,,,,,,,,,,,,265.894810400001,265.894810400001,266.395540000005,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/15_Margot_Robbie_0005.jpg,non_target,0,0,0,0,0,54,54,5,,,,,,,,,,,,,,266.895881299999,266.895881299999,267.3966661000013,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/23_Daniel_Radcliffe_0019.jpg,target,0,0,0,0,0,55,55,47,,,,,,,,,,,,,,267.9136986000012,267.9136986000012,268.3976384999987,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/16_Emma_Stone_0008.jpg,non_target,0,0,0,0,0,56,56,7,,,,,,,,,,,,,,268.9148339000021,268.9148339000021,269.3986666000055,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/24_Emma_Stone_0015.jpg,non_target,0,0,0,0,0,57,57,50,,,,,,,,,,,,,,269.89901850000024,269.89901850000024,270.39991540000483,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/50_Johnny_Depp_0010.jpg,non_target,0,0,0,0,0,58,58,108,,,,,,,,,,,,,,270.91700230000424,270.91700230000424,271.40096630000335,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/21_Daniel_Radcliffe_0012.jpg,target,0,0,0,0,0,59,59,33,,,,,,,,,,,,,,271.9181052000058,271.9181052000058,272.4020520000049,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/32_Jim_Parsons_0010.jpg,non_target,0,0,0,0,0,60,60,61,,,,,,,,,,,,,,272.91922770000383,272.91922770000383,273.40300160000334,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/33_Neil_Patrick_Harris_0011.jpg,non_target,0,0,0,0,0,61,61,65,,,,,,,,,,,,,,273.9035937000008,273.9035937000008,274.404125400004,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
