image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,20.64058659999995,22.676310899999976,22.676310899999976,space,1.334369200000026,,,,,,,,,,,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/57_Jackie_Chan_0010.jpg,non_target,0,0,0,0,0,0,0,62,,,,,,24.027856699999973,39.02771439999998,39.02771439999998,54.02744739999997,54.02744739999997,69.02700452999999,69.0270597,69.12708779999997,69.12708779999997,69.56087909999997,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/32_Jim_Parsons_0016.jpg,non_target,0,0,0,0,0,1,1,102,,,,,,,,,,,,,70.04650859999998,70.04650859999998,70.54929399999997,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/32_Jim_Parsons_0018.jpg,non_target,0,0,0,0,0,2,2,46,,,,,,,,,,,,,71.05060899999995,71.05060899999995,71.55044699999996,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/21_Scarlett_Johansson_0007.jpg,non_target,0,0,0,0,0,3,3,118,,,,,,,,,,,,,72.06365539999996,72.06365539999996,72.54746899999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,4,4,97,,,,,,,,,,,,,73.04859289999996,73.04859289999996,73.54856139999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/50_Johnny_Depp_0010.jpg,non_target,0,0,0,0,0,5,5,115,,,,,,,,,,,,,74.0524911,74.0524911,74.55370529999999,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/22_Margot_Robbie_0010.jpg,non_target,0,0,0,0,0,6,6,18,,,,,,,,,,,,,75.0550207,75.0550207,75.55481429999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/19_Margot_Robbie_0001.jpg,non_target,0,0,0,0,0,7,7,51,,,,,,,,,,,,,76.068174,76.068174,76.55184849999995,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/44_Will_Smith_0006.jpg,non_target,0,0,0,0,0,8,8,41,,,,,,,,,,,,,77.05225019999995,77.05225019999995,77.5529358,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/55_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,9,9,92,,,,,,,,,,,,,78.05565539999998,78.05565539999998,78.5580981,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/38_Will_Smith_0013.jpg,non_target,0,0,0,0,0,10,10,13,,,,,,,,,,,,,79.07145319999995,79.07145319999995,79.55527129999996,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/47_Johnny_Depp_0009.jpg,non_target,0,0,0,0,0,11,11,23,,,,,,,,,,,,,80.05682789999997,80.05682789999997,80.55623059999999,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/22_Emma_Stone_0013.jpg,non_target,0,0,0,0,0,12,12,1,,,,,,,,,,,,,81.05765069999995,81.05765069999995,81.55740159999999,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/23_Daniel_Radcliffe_0010.jpg,target,0,0,0,0,0,13,13,15,,,,,,,,,,,,,82.06038329999996,82.06038329999996,82.54574679999996,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/38_Jim_Parsons_0003.jpg,non_target,0,0,0,0,0,14,14,53,,,,,,,,,,,,,83.04712439999997,83.04712439999997,83.54688039999996,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/17_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,15,15,17,,,,,,,,,,,,,84.06007159999996,84.06007159999996,84.56063489999997,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/19_Emma_Stone_0006.jpg,non_target,0,0,0,0,0,16,16,66,,,,,,,,,,,,,85.0473073,85.0473073,85.54909949999995,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/24_Emma_Stone_0015.jpg,non_target,0,0,0,0,0,17,17,57,,,,,,,,,,,,,86.05034479999995,86.05034479999995,86.55016629999994,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/16_Margot_Robbie_0009.jpg,non_target,0,0,0,0,0,18,18,107,,,,,,,,,,,,,87.05145639999995,87.05145639999995,87.55121789999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/21_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,19,19,16,,,,,,,,,,,,,88.06444899999997,88.06444899999997,88.54827049999994,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/48_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,20,20,55,,,,,,,,,,,,,89.04921069999995,89.04921069999995,89.54938479999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/34_Neil_Patrick_Harris_0007.jpg,non_target,0,0,0,0,0,21,21,117,,,,,,,,,,,,,90.06661499999996,90.06661499999996,90.55046349999998,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
Celebs/36_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,22,22,79,,,,,,,,,,,,,91.05474189999995,91.05474189999995,91.55557239999996,000398,001,444,ggg,2023-06-21_17h58.14.297,face_recognition_ERP_protocol,2022.2.5,60.01115007169338,
