image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,49.17806040000005,51.180425300000024,51.180425300000024,space,45.26086489999989,,,,,,,,,,,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/47_Johnny_Depp_0004.jpg,non_target,0,0,0,0,0,0,0,98,,,,,,96.4630616999998,111.46278159999974,111.46278159999974,126.46256790000007,126.46256790000007,141.46241952000005,141.4626605999997,141.5622556999997,141.5622556999997,141.99618139999984,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/17_Daniel_Radcliffe_0007.jpg,target,0,0,0,0,0,1,1,12,,,,,,,,,,,,,142.49656819999973,142.49656819999973,142.98059479999984,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/18_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,2,2,19,,,,,,,,,,,,,143.48094889999993,143.48094889999993,143.98150639999994,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/55_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,3,3,115,,,,,,,,,,,,,144.4821105000001,144.4821105000001,144.98261879999973,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/21_Margot_Robbie_0003.jpg,non_target,0,0,0,0,0,4,4,37,,,,,,,,,,,,,145.50005800000008,145.50005800000008,145.98382489999995,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/57_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,5,5,117,,,,,,,,,,,,,146.48456859999988,146.48456859999988,146.98490479999964,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/39_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,6,6,83,,,,,,,,,,,,,147.5020316,147.5020316,147.9859431,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/31_Neil_Patrick_Harris_0008.jpg,non_target,0,0,0,0,0,7,7,60,,,,,,,,,,,,,148.48706779999975,148.48706779999975,148.9871433999997,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/36_Neil_Patrick_Harris_0007.jpg,non_target,0,0,0,0,0,8,8,70,,,,,,,,,,,,,149.48750560000008,149.48750560000008,149.9883166999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/25_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,9,9,53,,,,,,,,,,,,,150.50541459999977,150.50541459999977,150.98934519999966,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/17_Emma_Watson_0006.jpg,non_target,0,0,0,0,0,10,10,13,,,,,,,,,,,,,151.48971219999976,151.48971219999976,151.99039119999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/20_Scarlett_Johansson_0011.jpg,non_target,0,0,0,0,0,11,11,29,,,,,,,,,,,,,152.49283909999986,152.49283909999986,152.99157269999978,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/38_Jim_Parsons_0003.jpg,non_target,0,0,0,0,0,12,12,75,,,,,,,,,,,,,153.4920247,153.4920247,153.99248809999972,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/50_Johnny_Depp_0004.jpg,non_target,0,0,0,0,0,13,13,106,,,,,,,,,,,,,154.49330539999983,154.49330539999983,154.99366800000007,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/22_Emma_Watson_0001.jpg,non_target,0,0,0,0,0,14,14,40,,,,,,,,,,,,,155.49433129999989,155.49433129999989,155.99482829999988,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/22_Emma_Watson_0003.jpg,non_target,0,0,0,0,0,15,15,41,,,,,,,,,,,,,156.49570700000004,156.49570700000004,156.99583129999974,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/14_Emma_Watson_0005.jpg,non_target,0,0,0,0,0,16,16,1,,,,,,,,,,,,,157.49629499999992,157.49629499999992,157.99690869999995,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/26_Scarlett_Johansson_0003.jpg,non_target,0,0,0,0,0,17,17,54,,,,,,,,,,,,,158.48265999999967,158.48265999999967,158.9815447000001,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/50_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,18,18,105,,,,,,,,,,,,,159.49875199999997,159.49875199999997,159.98261849999972,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/54_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,19,19,113,,,,,,,,,,,,,160.48544439999978,160.48544439999978,160.98394449999978,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,20,20,72,,,,,,,,,,,,,161.4882045999998,161.4882045999998,161.9850710999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/15_Margot_Robbie_0005.jpg,non_target,0,0,0,0,0,21,21,5,,,,,,,,,,,,,162.5021953999999,162.5021953999999,162.98602149999988,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/48_Johnny_Depp_0001.jpg,non_target,0,0,0,0,0,22,22,100,,,,,,,,,,,,,163.50322019999976,163.50322019999976,163.9871291999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/36_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,23,23,69,,,,,,,,,,,,,164.50439509999978,164.50439509999978,164.9882223999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/14_Emma_Watson_0008.jpg,non_target,0,0,0,0,0,24,24,2,,,,,,,,,,,,,165.5054971999998,165.5054971999998,165.98921169999994,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/16_Emma_Stone_0008.jpg,non_target,0,0,0,0,0,25,25,7,,,,,,,,,,,,,166.5065854999998,166.5065854999998,166.99032549999993,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/26_Scarlett_Johansson_0008.jpg,non_target,0,0,0,0,0,26,26,55,,,,,,,,,,,,,167.5074980999998,167.5074980999998,167.99150259999988,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/35_Neil_Patrick_Harris_0009.jpg,non_target,0,0,0,0,0,27,27,68,,,,,,,,,,,,,168.50871499999994,168.50871499999994,168.9926148999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/21_Scarlett_Johansson_0007.jpg,non_target,0,0,0,0,0,28,28,38,,,,,,,,,,,,,169.50959250000005,169.50959250000005,169.9936058999997,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/42_Will_Smith_0012.jpg,non_target,0,0,0,0,0,29,29,87,,,,,,,,,,,,,170.5108937,170.5108937,170.9946227999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/20_Emma_Watson_0007.jpg,non_target,0,0,0,0,0,30,30,26,,,,,,,,,,,,,171.4950561999999,171.4950561999999,171.99555839999994,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/45_Will_Smith_0014.jpg,non_target,0,0,0,0,0,31,31,96,,,,,,,,,,,,,172.49605599999995,172.49605599999995,172.99675519999982,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/58_Jackie_Chan_0005.jpg,non_target,0,0,0,0,0,32,32,119,,,,,,,,,,,,,173.4972101999997,173.4972101999997,173.98114439999972,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/29_Scarlett_Johansson_0016.jpg,non_target,0,0,0,0,0,33,33,59,,,,,,,,,,,,,174.48157559999981,174.48157559999981,174.9822267999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/21_Daniel_Radcliffe_0002.jpg,target,0,0,0,0,0,34,34,30,,,,,,,,,,,,,175.48264040000004,175.48264040000004,175.98331800000005,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/16_Emma_Stone_0010.jpg,non_target,0,0,0,0,0,35,35,8,,,,,,,,,,,,,176.48376299999973,176.48376299999973,176.98438799999985,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/23_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,36,36,48,,,,,,,,,,,,,177.50246620000007,177.50246620000007,177.98556899999994,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/39_Jim_Parsons_0004.jpg,non_target,0,0,0,0,0,37,37,79,,,,,,,,,,,,,178.50266190000002,178.50266190000002,178.98660100000006,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/29_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,38,38,58,,,,,,,,,,,,,179.48915429999988,179.48915429999988,179.9878389999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/18_Emma_Stone_0016.jpg,non_target,0,0,0,0,0,39,39,20,,,,,,,,,,,,,180.48844089999966,180.48844089999966,180.9889721999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/17_Margot_Robbie_0014.jpg,non_target,0,0,0,0,0,40,40,16,,,,,,,,,,,,,181.49024400000008,181.49024400000008,181.98988979999967,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/44_Will_Smith_0007.jpg,non_target,0,0,0,0,0,41,41,92,,,,,,,,,,,,,182.49049399999967,182.49049399999967,182.99112659999992,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/19_Emma_Stone_0006.jpg,non_target,0,0,0,0,0,42,42,22,,,,,,,,,,,,,183.4919249999998,183.4919249999998,183.9922732,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/38_Neil_Patrick_Harris_0006.jpg,non_target,0,0,0,0,0,43,43,76,,,,,,,,,,,,,184.49268419999999,184.49268419999999,184.99321889999965,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/20_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,44,44,28,,,,,,,,,,,,,185.4943586999998,185.4943586999998,185.99440950000007,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/20_Emma_Stone_0005.jpg,non_target,0,0,0,0,0,45,45,25,,,,,,,,,,,,,186.49482689999968,186.49482689999968,186.99538110000003,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/20_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,46,46,27,,,,,,,,,,,,,187.49773849999974,187.49773849999974,187.99657539999998,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/55_Jackie_Chan_0015.jpg,non_target,0,0,0,0,0,47,47,116,,,,,,,,,,,,,188.48206189999974,188.48206189999974,188.98105110000006,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/39_Jim_Parsons_0010.jpg,non_target,0,0,0,0,0,48,48,81,,,,,,,,,,,,,189.48137419999966,189.48137419999966,189.9820623999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/40_Jim_Parsons_0015.jpg,non_target,0,0,0,0,0,49,49,85,,,,,,,,,,,,,190.48546420000002,190.48546420000002,190.98327149999977,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/47_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,50,50,97,,,,,,,,,,,,,191.48524199999974,191.48524199999974,191.9842303999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/16_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,51,51,10,,,,,,,,,,,,,192.48519729999998,192.48519729999998,192.9853177,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/21_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,52,52,31,,,,,,,,,,,,,193.48695279999993,193.48695279999993,193.98642399999972,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/24_Daniel_Radcliffe_0017.jpg,target,0,0,0,0,0,53,53,49,,,,,,,,,,,,,194.48837890000004,194.48837890000004,194.98761749999994,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/44_Will_Smith_0006.jpg,non_target,0,0,0,0,0,54,54,91,,,,,,,,,,,,,195.48960469999975,195.48960469999975,195.98866419999968,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/45_Will_Smith_0010.jpg,non_target,0,0,0,0,0,55,55,95,,,,,,,,,,,,,196.48909129999993,196.48909129999993,196.98978129999978,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/38_Will_Smith_0013.jpg,non_target,0,0,0,0,0,56,56,77,,,,,,,,,,,,,197.49231459999964,197.49231459999964,197.9908172999999,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
Celebs/57_Jackie_Chan_0010.jpg,non_target,0,0,0,0,0,57,57,118,,,,,,,,,,,,,198.4911090999999,198.4911090999999,198.99192289999974,,,,,,2,001,21,Male,2023-04-28_11h28.31.679,face_recognition_ERP_protocol,2022.2.5,59.960306277113006,
