stimulus_time,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,welcome_text.stopped,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,blank_text.started,image.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,14.104924499988556,16.106659099983517,16.106659099983517,16.106659099983517,space,0.9417315000027884,,,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpimgtimeincnetpeopleinewsjerryseinfeldjpg.jpg,0,0,0,0,0,0,0,42,,,,,,,17.107197799981805,17.6083180999849,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpimagesrottentomatoescomimagesspotlightsnewsjerryseinfeldjpg.jpg,0,0,0,0,0,1,1,38,,,,,,,18.0920480999921,18.609215399977984,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpwwwbooksforbetterlivingcomwpcontentuploadsMindyKalingAuthorPhotojpg.jpg,0,0,0,0,0,2,2,99,,,,,,,19.076434799993876,19.59364719997393,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxafaffbbbbdbcbdddjpg.jpg,0,0,0,0,0,3,3,60,,,,,,,20.077588299987838,20.594700699992245,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpikinjaimgcomgawkermediaimageuploadsWmIuhdsrcedidjpgjpg.jpg,0,0,0,0,0,4,4,32,,,,,,,21.078604499984067,21.612406000000192,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxeebdfdbaaajpg.jpg,0,0,0,0,0,5,5,70,,,,,,,22.07968479997362,22.5970158999844,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpcdnlyricssongonlyricsnetwpcontentuploadsEltonJohnDiscographyCDreleasesjpg.jpg,0,0,0,0,0,6,6,17,,,,,,,23.080780499993125,23.59801599997445,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxfeebfdccajpg.jpg,0,0,0,0,0,7,7,75,,,,,,,24.081943600001978,24.598994599975413,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpimagegaladevcmseamadonnaprivatdetektivsquaretopsquarejpgv.jpg,0,0,0,0,0,8,8,33,,,,,,,25.083015399985015,25.600168999982998,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpwwwimpropercomimagesuploadsusercontentimagesSoroffMindyjpg.jpg,0,0,0,0,0,9,9,107,,,,,,,26.084069499978796,26.6012408999959,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpmediaonsugarcomfilesbabaaaaaMindyInterviewxxxlargejpg.jpg,0,0,0,0,0,10,10,44,,,,,,,27.0851576999994,27.602399700001115,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpimagesfandangocomrImageRendererredesignstaticimgnoxportraitjpgpcpcpcimagesmasterrepositoryperformerimagespjpg.jpg,0,0,0,0,0,11,11,35,,,,,,,28.08631189999869,28.603452199982712,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httppixelnymagcomimgsfashiondailymindykalingwhjpg.jpg,0,0,0,0,0,12,12,49,,,,,,,29.087553099991055,29.604656699986663,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpspmctvlinefileswordpresscomeltonjohnjpg.jpg,0,0,0,0,0,13,13,56,,,,,,,30.088537499977974,30.605794799979776,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxeedccadejpg.jpg,0,0,0,0,0,14,14,71,,,,,,,31.08954679997987,31.60686529998202,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpwwwlautdeEltonJohneltonjohnjpg.jpg,0,0,0,0,0,15,15,109,,,,,,,32.090625499986345,32.60792660000152,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpassetsrollingstonecomassetsimagesalbumreviewaffaceabdcccaeedjpg.jpg,0,0,0,0,0,16,16,6,,,,,,,33.09168649997446,33.60918669999228,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxdfdfadcfeabjpg.jpg,0,0,0,0,0,17,17,67,,,,,,,34.07616559998132,34.59337219997542,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpwwwbeastiemaniacomwhoismadonnamadonnajpg.jpg,0,0,0,0,0,18,18,97,,,,,,,35.07722389997798,35.594604399986565,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpcdnpastemagazinecomwwwarticlesmindykalingndbookjpg.jpg,0,0,0,0,0,19,19,18,,,,,,,36.07831029998488,36.59552389997407,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxfcfcbaeaeddabbjpg.jpg,0,0,0,0,0,20,20,73,,,,,,,37.07945219997782,37.5966792999825,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpwwwnndbcompeoplejerryseinfeldaujpg.jpg,0,0,0,0,0,21,21,110,,,,,,,38.08048720000079,38.59775839999202,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpcdncdnjustjaredcomwpcontentuploadsheadlineseltonjohnemmysperformancewatchnowjpg.jpg,0,0,0,0,0,22,22,10,,,,,,,39.08164609997766,39.59893269999884,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpmediavoguecomrwblondesdarkbrowsmadonnajpg.jpg,0,0,0,0,0,23,23,47,,,,,,,40.0827341999975,40.60000619999482,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpimggalpmdstaticnetfithttpAFFwwwEgalaEfrFvarFgalFstorageFimagesFmediaFmultiuploaddufevrierFeltonjohnFfreFRFeltonjohnEjpgxqualityeltonjohnjpg.jpg,0,0,0,0,0,24,24,40,,,,,,,41.08378319998155,41.601074599981075,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpsuploadwikimediaorgwikipediacommonsthumbbJerrySeinfeldjpgpxJerrySeinfeldjpg.jpg,0,0,0,0,0,25,25,86,,,,,,,42.084887699980754,42.602193899976555,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpsuploadwikimediaorgwikipediacommonsthumbddBenAffleckbyGageSkidmorejpgpxBenAffleckbyGageSkidmorejpg.jpg,0,0,0,0,0,26,26,87,,,,,,,43.08596419999958,43.60327649998362,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpssmediacacheakpinimgcomxfecfecaefaadfebejpg.jpg,0,0,0,0,0,27,27,74,,,,,,,44.087108399980934,44.60440809998545,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpecximagesamazoncomimagesIfmaBKWLACULSRjpg.jpg,0,0,0,0,0,28,28,25,,,,,,,45.08816189999925,45.605558199982625,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
Dataset/httpbpblogspotcomedLMjVpRGkSWexgsXjkNIAAAAAAAADWgFFtAUqBlhAsjpg.jpg,0,0,0,0,0,29,29,9,,,,,,,46.08936569999787,46.60670069998014,112302,001,2023-03-24_16h14.52.440,face_recognition_ERP_protocol,2022.2.5,59.938562972651596,
,,,,,,,,,,,,,,,47.09033679999993,,,,,,,,
