welcome_text.started,welcome_text.stopped,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,blank_text.started,blank_text.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.709128899994539,15.712338899989845,15.712338899989845,15.712338899989845,space,0.5163587999995798,,,,,395696,001,2023-03-24_09h06.59.031,face_recognition_ERP_protocol,2022.2.5,59.94273071513893,
,,,,,,16.246291999996174,16.746061599988025,16.746061599988025,17.247678999992786,,,,,,,
