image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/14_Emma_Watson_0015.jpg,non_target,0,0,0,0,0,52,52,56,,,,,,,,,,,,180.5665412999806,180.5665412999806,181.06686089999857,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/34_Neil_Patrick_Harris_0007.jpg,non_target,0,0,0,0,0,53,53,117,,,,,,,,,,,,181.5678346999921,181.5678346999921,182.06790080000064,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/55_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,54,54,92,,,,,,,,,,,,182.5687792999961,182.5687792999961,183.0690190999885,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/33_Neil_Patrick_Harris_0011.jpg,non_target,0,0,0,0,0,55,55,112,,,,,,,,,,,,183.56949249998434,183.56949249998434,184.07015409998712,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/17_Margot_Robbie_0014.jpg,non_target,0,0,0,0,0,56,56,114,,,,,,,,,,,,184.5706596999953,184.5706596999953,185.07121739999275,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/21_Emma_Watson_0004.jpg,non_target,0,0,0,0,0,57,57,21,,,,,,,,,,,,185.5719900999975,185.5719900999975,186.0723385999736,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/54_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,58,58,111,,,,,,,,,,,,186.57270489999792,186.57270489999792,187.07343649998074,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/21_Daniel_Radcliffe_0012.jpg,target,0,0,0,0,0,59,59,8,,,,,,,,,,,,187.5739168,187.5739168,188.0745969999989,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/17_Emma_Watson_0006.jpg,non_target,0,0,0,0,0,60,60,90,,,,,,,,,,,,188.57518109999364,188.57518109999364,189.07564060000004,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/16_Margot_Robbie_0009.jpg,non_target,0,0,0,0,0,61,61,107,,,,,,,,,,,,189.59282549997442,189.59282549997442,190.07670489998418,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/39_Jim_Parsons_0001.jpg,non_target,0,0,0,0,0,62,62,49,,,,,,,,,,,,190.57769219999318,190.57769219999318,191.0611206999747,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/22_Emma_Stone_0013.jpg,non_target,0,0,0,0,0,63,63,1,,,,,,,,,,,,191.56151519998093,191.56151519998093,192.06217619997915,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/16_Emma_Stone_0008.jpg,non_target,0,0,0,0,0,64,64,48,,,,,,,,,,,,192.56261110000196,192.56261110000196,193.06323279999197,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/47_Johnny_Depp_0004.jpg,non_target,0,0,0,0,0,65,65,76,,,,,,,,,,,,193.56414769997355,193.56414769997355,194.06442299997434,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/22_Emma_Watson_0003.jpg,non_target,0,0,0,0,0,66,66,91,,,,,,,,,,,,194.56625219999114,194.56625219999114,195.06559819998802,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/32_Jim_Parsons_0018.jpg,non_target,0,0,0,0,0,67,67,46,,,,,,,,,,,,195.5660980999819,195.5660980999819,196.06652749999193,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/20_Emma_Watson_0007.jpg,non_target,0,0,0,0,0,68,68,96,,,,,,,,,,,,196.5673523999867,196.5673523999867,197.06770639997558,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/18_Daniel_Radcliffe_0002.jpg,target,0,0,0,0,0,69,69,119,,,,,,,,,,,,197.56829139997717,197.56829139997717,198.0687340000004,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/43_Will_Smith_0007.jpg,non_target,0,0,0,0,0,70,70,74,,,,,,,,,,,,198.56962939997902,198.56962939997902,199.06986189997406,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/44_Will_Smith_0007.jpg,non_target,0,0,0,0,0,71,71,65,,,,,,,,,,,,199.5705274999782,199.5705274999782,200.07092399999965,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/43_Will_Smith_0010.jpg,non_target,0,0,0,0,0,72,72,22,,,,,,,,,,,,200.57200359998387,200.57200359998387,201.07202309998684,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/22_Emma_Watson_0001.jpg,non_target,0,0,0,0,0,73,73,58,,,,,,,,,,,,201.572749199986,201.572749199986,202.0731121999852,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/47_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,74,74,9,,,,,,,,,,,,202.57400519997464,202.57400519997464,203.0742163999821,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/29_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,75,75,85,,,,,,,,,,,,203.5745542999939,203.5745542999939,204.07530599998427,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/16_Emma_Stone_0012.jpg,non_target,0,0,0,0,0,76,76,70,,,,,,,,,,,,204.5759612999973,204.5759612999973,205.07642869997653,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/28_Scarlett_Johansson_0005.jpg,non_target,0,0,0,0,0,77,77,50,,,,,,,,,,,,205.57674349998706,205.57674349998706,206.06078629998956,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/42_Will_Smith_0012.jpg,non_target,0,0,0,0,0,78,78,64,,,,,,,,,,,,206.5616787999752,206.5616787999752,207.06192109998665,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/45_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,79,79,108,,,,,,,,,,,,207.56295619998127,207.56295619998127,208.0630251999828,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/34_Neil_Patrick_Harris_0004.jpg,non_target,0,0,0,0,0,80,80,104,,,,,,,,,,,,208.56368279998424,208.56368279998424,209.0640727999853,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/55_Jackie_Chan_0015.jpg,non_target,0,0,0,0,0,81,81,30,,,,,,,,,,,,209.5645811999857,209.5645811999857,210.06521499998053,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/14_Emma_Watson_0005.jpg,non_target,0,0,0,0,0,82,82,26,,,,,,,,,,,,210.56572049998795,210.56572049998795,211.06634689998464,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/23_Daniel_Radcliffe_0010.jpg,target,0,0,0,0,0,83,83,15,,,,,,,,,,,,211.56657049999922,211.56657049999922,212.0673500999983,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,84,84,93,,,,,,,,,,,,212.56781209999463,212.56781209999463,213.06844379997347,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/33_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,85,85,34,,,,,,,,,,,,213.56898569999612,213.56898569999612,214.06966839998495,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/24_Daniel_Radcliffe_0017.jpg,target,0,0,0,0,0,86,86,71,,,,,,,,,,,,214.57004199997755,214.57004199997755,215.07069219998084,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/14_Emma_Watson_0013.jpg,non_target,0,0,0,0,0,87,87,20,,,,,,,,,,,,215.57128599999123,215.57128599999123,216.07179029998952,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/24_Scarlett_Johansson_0001.jpg,non_target,0,0,0,0,0,88,88,10,,,,,,,,,,,,216.57257140000002,216.57257140000002,217.07284739997704,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/37_Neil_Patrick_Harris_0014.jpg,non_target,0,0,0,0,0,89,89,37,,,,,,,,,,,,217.57309449999593,217.57309449999593,218.07392309998977,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
Celebs/21_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,90,90,16,,,,,,,,,,,,218.5748779999849,218.5748779999849,219.07510139999795,,,,,,1,006,21,Sentado,2023-06-17_12h42.29.068,face_recognition_ERP_protocol,2022.2.5,59.93525794027772,
