trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,timulus_time,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,blank_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,18.57952450000448,20.565409400005592,20.565409400005592,space,1.3433024999685585,,686994,001,2023-03-24_15h51.19.344,face_recognition_ERP_protocol,2022.2.5,59.9812378690765,
,,,,,,,,,,21.983168500009924,,,,,,,
