welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,blank_text.started,blank_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.694399999993038,15.696696999992128,15.696696999992128,space,2.2626271000044653,,,044019,001,2023-03-24_08h31.48.456,face_recognition_ERP_protocol,2022.2.5,59.95764592272978,
,,,,,17.982841299992288,,,,,,,,
