image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialImage.stopped,polygon.stopped,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/40_Will_Smith_0012.jpg,non_target,0,0,0,0,0,42,42,110,,,,,,,,,,,,,114.32303639999009,114.32303639999009,114.81627589999698,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/37_Will_Smith_0015.jpg,non_target,0,0,0,0,0,43,43,113,,,,,,,,,,,,,115.3251952000137,115.3251952000137,115.81750179998926,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/50_Johnny_Depp_0018.jpg,non_target,0,0,0,0,0,44,44,24,,,,,,,,,,,,,116.32388829998672,116.32388829998672,116.81852369999979,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/17_Daniel_Radcliffe_0007.jpg,target,0,0,0,0,0,45,45,19,,,,,,,,,,,,,117.31060019999859,117.31060019999859,117.80299590001232,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/29_Scarlett_Johansson_0016.jpg,non_target,0,0,0,0,0,46,46,2,,,,,,,,,,,,,118.31387919999543,118.31387919999543,118.80419450000045,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/54_Jackie_Chan_0001.jpg,non_target,0,0,0,0,0,47,47,7,,,,,,,,,,,,,119.30480380001245,119.30480380001245,119.80525219999254,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/48_Johnny_Depp_0005.jpg,non_target,0,0,0,0,0,48,48,54,,,,,,,,,,,,,120.30597089999355,120.30597089999355,120.80643759999657,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/21_Daniel_Radcliffe_0009.jpg,target,0,0,0,0,0,49,49,83,,,,,,,,,,,,,121.32380879999255,121.32380879999255,121.80765100001008,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/33_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,50,50,34,,,,,,,,,,,,,122.31527339998866,122.31527339998866,122.8088121000037,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/22_Margot_Robbie_0010.jpg,non_target,0,0,0,0,0,51,51,18,,,,,,,,,,,,,123.31641020000097,123.31641020000097,123.80975029998808,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/54_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,52,52,111,,,,,,,,,,,,,124.310616200004,124.310616200004,124.81091870000819,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/55_Jackie_Chan_0003.jpg,non_target,0,0,0,0,0,53,53,29,,,,,,,,,,,,,125.31164500000887,125.31164500000887,125.81201339999097,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/39_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,54,54,94,,,,,,,,,,,,,126.32041839999147,126.32041839999147,126.81320470001083,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/14_Emma_Watson_0004.jpg,non_target,0,0,0,0,0,55,55,14,,,,,,,,,,,,,127.32178599998588,127.32178599998588,127.81429569999455,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/55_Jackie_Chan_0015.jpg,non_target,0,0,0,0,0,56,56,30,,,,,,,,,,,,,128.31531589999213,128.31531589999213,128.81549879998784,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/50_Johnny_Depp_0008.jpg,non_target,0,0,0,0,0,57,57,84,,,,,,,,,,,,,129.3245908000099,129.3245908000099,129.81659209998907,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/16_Emma_Stone_0012.jpg,non_target,0,0,0,0,0,58,58,70,,,,,,,,,,,,,130.32466519999434,130.32466519999434,130.8177267999854,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/32_Jim_Parsons_0018.jpg,non_target,0,0,0,0,0,59,59,46,,,,,,,,,,,,,131.30213689999073,131.30213689999073,131.80218759999843,131.80218759999843,131.80218759999843,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/23_Daniel_Radcliffe_0010.jpg,target,0,0,0,0,0,60,60,15,,,,,,,,,,,,,132.30313809998916,132.30313809998916,132.80337410001084,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/52_Jackie_Chan_0002.jpg,non_target,0,0,0,0,0,61,61,68,,,,,,,,,,,,,133.3124048000027,133.3124048000027,133.80448679998517,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/44_Will_Smith_0015.jpg,non_target,0,0,0,0,0,62,62,101,,,,,,,,,,,,,134.31455700000515,134.31455700000515,134.80554010000196,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/34_Neil_Patrick_Harris_0004.jpg,non_target,0,0,0,0,0,63,63,104,,,,,,,,,,,,,135.3070488999947,135.3070488999947,135.80666760000167,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/22_Emma_Watson_0001.jpg,non_target,0,0,0,0,0,64,64,58,,,,,,,,,,,,,136.30739030000404,136.30739030000404,136.8078486000013,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/57_Jackie_Chan_0010.jpg,non_target,0,0,0,0,0,65,65,62,,,,,,,,,,,,,137.31618049999815,137.31618049999815,137.80898100000923,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/39_Neil_Patrick_Harris_0001.jpg,non_target,0,0,0,0,0,66,66,4,,,,,,,,,,,,,138.3096838000056,138.3096838000056,138.81009250000352,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/57_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,67,67,72,,,,,,,,,,,,,139.31795120000606,139.31795120000606,139.81122390000382,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/14_Emma_Watson_0015.jpg,non_target,0,0,0,0,0,68,68,56,,,,,,,,,,,,,140.31251980000525,140.31251980000525,140.81242979998933,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/39_Jim_Parsons_0001.jpg,non_target,0,0,0,0,0,69,69,49,,,,,,,,,,,,,141.31315140001243,141.31315140001243,141.81364000000758,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/20_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,70,70,116,,,,,,,,,,,,,142.32247789998655,142.32247789998655,142.81476249999832,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/50_Jackie_Chan_0012.jpg,non_target,0,0,0,0,0,71,71,43,,,,,,,,,,,,,143.32245119998697,143.32245119998697,143.8158848999883,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/49_Johnny_Depp_0013.jpg,non_target,0,0,0,0,0,72,72,33,,,,,,,,,,,,,144.31656010000734,144.31656010000734,144.8168955000001,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/14_Emma_Watson_0013.jpg,non_target,0,0,0,0,0,73,73,20,,,,,,,,,,,,,145.32458519999636,145.32458519999636,145.81794969999464,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,74,74,97,,,,,,,,,,,,,146.3095789999934,146.3095789999934,146.8024252000032,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/22_Emma_Watson_0003.jpg,non_target,0,0,0,0,0,75,75,91,,,,,,,,,,,,,147.31083629999193,147.31083629999193,147.80388429999584,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/38_Jim_Parsons_0003.jpg,non_target,0,0,0,0,0,76,76,53,,,,,,,,,,,,,148.315978300001,148.315978300001,148.8047876000055,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/17_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,77,77,17,,,,,,,,,,,,,149.30541279999306,149.30541279999306,149.80585649999557,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/48_Johnny_Depp_0001.jpg,non_target,0,0,0,0,0,78,78,106,,,,,,,,,,,,,150.3066170999955,150.3066170999955,150.8069635000138,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/14_Emma_Watson_0008.jpg,non_target,0,0,0,0,0,79,79,36,,,,,,,,,,,,,151.3078089999908,151.3078089999908,151.80810180000844,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/21_Scarlett_Johansson_0007.jpg,non_target,0,0,0,0,0,80,80,118,,,,,,,,,,,,,152.30904100000043,152.30904100000043,152.80920049999258,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/17_Margot_Robbie_0012.jpg,non_target,0,0,0,0,0,81,81,67,,,,,,,,,,,,,153.31003480000072,153.31003480000072,153.81036659999518,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/26_Scarlett_Johansson_0008.jpg,non_target,0,0,0,0,0,82,82,47,,,,,,,,,,,,,154.35611849999987,154.35611849999987,154.8116342999856,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/28_Scarlett_Johansson_0005.jpg,non_target,0,0,0,0,0,83,83,50,,,,,,,,,,,,,155.3205958000035,155.3205958000035,155.81277509999927,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/23_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,84,84,12,,,,,,,,,,,,,156.3215127000003,156.3215127000003,156.81386500000372,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/18_Daniel_Radcliffe_0007.jpg,target,0,0,0,0,0,85,85,81,,,,,,,,,,,,,157.31460020001396,157.31460020001396,157.81494690000545,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/40_Jim_Parsons_0015.jpg,non_target,0,0,0,0,0,86,86,45,,,,,,,,,,,,,158.3157271000091,158.3157271000091,158.8160261999874,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/43_Will_Smith_0006.jpg,non_target,0,0,0,0,0,87,87,61,,,,,,,,,,,,,159.33706079999683,159.33706079999683,159.81719619999058,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/21_Emma_Stone_0002.jpg,non_target,0,0,0,0,0,88,88,103,,,,,,,,,,,,,160.31793449999532,160.31793449999532,160.81829190001008,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/21_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,89,89,16,,,,,,,,,,,,,161.30835949999164,161.30835949999164,161.80271769998944,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,90,90,93,,,,,,,,,,,,,162.30356820000452,162.30356820000452,162.80389619999914,,,,,,,1,003,21,Male,2023-05-02_16h36.18.150,face_recognition_ERP_protocol,2022.2.5,59.91590203427807,
