stimulus_time,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,welcome_text.stopped,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,closedEyes_text.stopped,beep.started,blank_text.started,image.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,13.386822100001154,15.388323299994227,15.388323299994227,15.388323299994227,space,1.3622572000022046,,,,,,,,,,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
Dataset/httpsuploadwikimediaorgwikipediacommonsthumbMindyBKalingBPaleyFestBNewBYorkBBMindyBIqZgUWvbljpgpxMindyBKalingBPaleyFestBNewBYorkBBMindyBIqZgUWvbljpg.jpg,0,0,0,0,0,0,0,89,,,,,,,16.77338709999458,31.773082200001227,31.773082200001227,46.77282879999257,46.77282879999257,61.77247679998982,61.77269951000053,62.32299640000565,62.790202800009865,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
Dataset/httpssmediacacheakpinimgcomxedaedabcbefbcbabbjpg.jpg,0,0,0,0,0,1,1,68,,,,,,,,,,,,,,63.29093119999743,63.7914596000046,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
Dataset/httpafilesbiographycomimageuploadcfillcssrgbdprgfacehqwMTEODAOTcxNjcMjczMjkzjpg.jpg,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,64.27528359999997,64.79251050000312,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
Dataset/httpsticketmnettmenusdamabbacdaebeafdbbCUSTOMjpg.jpg,0,0,0,0,0,3,3,82,,,,,,,,,,,,,,65.2764113000012,65.79359620000469,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
Dataset/httpmediacacheecpinimgcomxffeffbcefjpg.jpg,0,0,0,0,0,4,4,43,,,,,,,,,,,,,,66.27745749999303,66.79468960000668,378835,001,2023-03-24_16h29.19.336,face_recognition_ERP_protocol,2022.2.5,59.984547974512395,
,,,,,,,,,,,,,,,,,,,,,,67.278633000009,,,,,,,,
