image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,33.87513500000932,35.877410199987935,35.877410199987935,space,1.2400218999828212,,,,,,,,,,,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/32_Jim_Parsons_0018.jpg,non_target,0,0,0,0,0,0,0,46,,,,,,37.14547630000743,52.14577060000738,52.14577060000738,67.14608499998576,67.14608499998576,82.14635031000361,82.1463439000072,82.21309480001219,82.21309480001219,82.66375780000817,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/19_Emma_Stone_0006.jpg,non_target,0,0,0,0,0,1,1,66,,,,,,,,,,,,,83.16433420000249,83.16433420000249,83.66488900000695,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/17_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,2,2,17,,,,,,,,,,,,,84.1654741000093,84.1654741000093,84.66587580001215,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/14_Emma_Watson_0015.jpg,non_target,0,0,0,0,0,3,3,56,,,,,,,,,,,,,85.16675309999846,85.16675309999846,85.66698439998436,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/47_Johnny_Depp_0009.jpg,non_target,0,0,0,0,0,4,4,23,,,,,,,,,,,,,86.16806820000056,86.16806820000056,86.66814580000937,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/34_Neil_Patrick_Harris_0007.jpg,non_target,0,0,0,0,0,5,5,117,,,,,,,,,,,,,87.16884779999964,87.16884779999964,87.6695544999966,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/28_Scarlett_Johansson_0005.jpg,non_target,0,0,0,0,0,6,6,50,,,,,,,,,,,,,88.17094869998982,88.17094869998982,88.6707797999843,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/39_Jim_Parsons_0008.jpg,non_target,0,0,0,0,0,7,7,89,,,,,,,,,,,,,89.17166339998948,89.17166339998948,89.67150599998422,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/24_Scarlett_Johansson_0001.jpg,non_target,0,0,0,0,0,8,8,10,,,,,,,,,,,,,90.17227310000453,90.17227310000453,90.67280390000087,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
Celebs/50_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,9,9,38,,,,,,,,,,,,,91.17349690000992,91.17349690000992,91.67381989999558,,,,,,11,004,21,Male,2023-05-02_17h27.51.461,face_recognition_ERP_protocol,2022.2.5,59.954842011145466,
