welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,blank_text.started,blank_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19.592420000000857,21.594887400016887,21.594887400016887,space,0.4151879999844823,,,679784,001,2023-03-24_08h53.35.683,face_recognition_ERP_protocol,2022.2.5,59.857765977025515,
,,,,,22.028740500012645,22.52920059999451,,,,,,,
