image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,goodbye_text.stopped,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/34_Neil_Patrick_Harris_0004.jpg,non_target,0,0,0,0,0,61,61,104,,,,,,,,,,,,,143.39356419997057,143.39356419997057,143.89357539999764,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/17_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,62,62,17,,,,,,,,,,,,,144.3782964000129,144.3782964000129,144.8779685999616,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,63,63,93,,,,,,,,,,,,,145.37962689995766,145.37962689995766,145.87909140001284,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/14_Emma_Watson_0013.jpg,non_target,0,0,0,0,0,64,64,20,,,,,,,,,,,,,146.38114049995784,146.38114049995784,146.8801638999721,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/20_Emma_Watson_0007.jpg,non_target,0,0,0,0,0,65,65,96,,,,,,,,,,,,,147.38147600000957,147.38147600000957,147.88131839997368,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/18_Emma_Stone_0016.jpg,non_target,0,0,0,0,0,66,66,52,,,,,,,,,,,,,148.3823718999629,148.3823718999629,148.8824129999848,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/23_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,67,67,12,,,,,,,,,,,,,149.38397789996816,149.38397789996816,149.88352619996294,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/24_Emma_Stone_0015.jpg,non_target,0,0,0,0,0,68,68,57,,,,,,,,,,,,,150.38498199998867,150.38498199998867,150.88455849996535,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/45_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,69,69,108,,,,,,,,,,,,,151.386354999966,151.386354999966,151.88569560000906,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/50_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,70,70,38,,,,,,,,,,,,,152.3871722999611,152.3871722999611,152.8867740999558,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
