image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,35.174614100018516,37.17756019998342,37.17756019998342,space,32.98278819996631,,,,,,,,,,,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/40_Jim_Parsons_0015.jpg,non_target,0,0,0,0,0,0,0,45,,,,,,70.1802980999928,85.17990440002177,85.17990440002177,100.17997230001492,100.17997230001492,115.17939682999858,115.17938420001883,115.26240120001603,115.26240120001603,115.71331339998869,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/43_Will_Smith_0006.jpg,non_target,0,0,0,0,0,1,1,61,,,,,,,,,,,,,116.20514919998823,116.20514919998823,116.69771609996678,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/50_Johnny_Depp_0010.jpg,non_target,0,0,0,0,0,2,2,115,,,,,,,,,,,,,117.20466639997903,117.20466639997903,117.69881689996691,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/15_Margot_Robbie_0012.jpg,non_target,0,0,0,0,0,3,3,82,,,,,,,,,,,,,118.2395696999738,118.2395696999738,118.69990309997229,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/55_Jackie_Chan_0003.jpg,non_target,0,0,0,0,0,4,4,29,,,,,,,,,,,,,119.20227489998797,119.20227489998797,119.70110110001406,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/22_Emma_Stone_0013.jpg,non_target,0,0,0,0,0,5,5,1,,,,,,,,,,,,,120.20350409997627,120.20350409997627,120.7021320000058,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/23_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,6,6,12,,,,,,,,,,,,,121.2051604000153,121.2051604000153,121.70321150001837,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,7,7,97,,,,,,,,,,,,,122.20673410000745,122.20673410000745,122.70428319997154,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/50_Johnny_Depp_0018.jpg,non_target,0,0,0,0,0,8,8,24,,,,,,,,,,,,,123.20778389996849,123.20778389996849,123.70516860001953,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/20_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,9,9,116,,,,,,,,,,,,,124.21040769998217,124.21040769998217,124.70648140000412,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/47_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,10,10,9,,,,,,,,,,,,,125.21311179996701,125.21311179996701,125.70760319998953,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/57_Jackie_Chan_0008.jpg,non_target,0,0,0,0,0,11,11,72,,,,,,,,,,,,,126.21613710001111,126.21613710001111,126.70867730001919,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/25_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,12,12,32,,,,,,,,,,,,,127.21136680000927,127.21136680000927,127.70985420001671,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/43_Will_Smith_0010.jpg,non_target,0,0,0,0,0,13,13,22,,,,,,,,,,,,,128.217887900013,128.217887900013,128.71133479999844,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/19_Margot_Robbie_0001.jpg,non_target,0,0,0,0,0,14,14,51,,,,,,,,,,,,,129.2280294999946,129.2280294999946,129.71198319998803,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/44_Will_Smith_0015.jpg,non_target,0,0,0,0,0,15,15,101,,,,,,,,,,,,,130.21816210000543,130.21816210000543,130.71304830000736,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/52_Jackie_Chan_0002.jpg,non_target,0,0,0,0,0,16,16,68,,,,,,,,,,,,,131.23439070000313,131.23439070000313,131.6974712999654,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
Celebs/37_Will_Smith_0015.jpg,non_target,0,0,0,0,0,17,17,113,,,,,,,,,,,,,132.23128770000767,132.23128770000767,132.69855159998406,,,,,,000589,00,25,M,2023-06-02_16h22.20.784,face_recognition_ERP_protocol,2022.2.5,59.88981472348976,
