2.7873 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
18.2204 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Clench your jaw!', units='height', win=Window(...), wrapWidth=1)
18.2275 	EXP 	Created closedEyes_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='closedEyes_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.2746 	EXP 	Sound beep set volume 1.000
18.3556 	EXP 	Created trialImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='trialImage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
18.3657 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('left', 'bottom'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.9, -0.5]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...))
18.3719 	EXP 	Created blank_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blank_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.3765 	EXP 	Created trialBlockText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='trialBlockText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.3953 	EXP 	Created goodbye_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='goodbye_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating!', units='height', win=Window(...), wrapWidth=1)
18.4196 	EXP 	welcome_text: autoDraw = True
20.4233 	EXP 	welcome_text: autoDraw = False
20.4233 	EXP 	instructions_text: autoDraw = True
21.9016 	DATA 	Keypress: space
21.9087 	EXP 	instructions_text: autoDraw = False
21.9087 	EXP 	eye_text: autoDraw = True
23.9269 	EXP 	eye_text: autoDraw = False
23.9269 	EXP 	text: autoDraw = True
25.9128 	EXP 	text: autoDraw = False
25.9128 	EXP 	closedEyes_text: autoDraw = True
27.9005 	EXP 	Created sequence: random, trialTypes=1, nReps=12, seed=None
27.9012 	EXP 	New trial (rep=0, index=0): None
27.9687 	EXP 	Imported stims.xlsx as conditions, 120 conditions, 2 params
27.9764 	EXP 	Created sequence: random, trialTypes=120, nReps=1, seed=None
27.9825 	EXP 	New trial (rep=0, index=0): {'image': 'Celebs/38_Jim_Parsons_0003.jpg', 'stimulus': 'non_target'}
28.0161 	EXP 	closedEyes_text: autoDraw = False
28.0161 	EXP 	trialImage: image = 'Celebs/39_Jim_Parsons_0010.jpg'
28.0161 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
28.0161 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
28.0161 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
28.0161 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
28.0161 	EXP 	trialImage: autoDraw = True
28.0161 	EXP 	polygon: autoDraw = True
28.4150 	EXP 	trialImage: autoDraw = False
28.4150 	EXP 	polygon: autoDraw = False
28.4150 	EXP 	blank_text: autoDraw = True
28.9004 	EXP 	New trial (rep=0, index=1): {'image': 'Celebs/19_Emma_Stone_0006.jpg', 'stimulus': 'non_target'}
28.9322 	EXP 	blank_text: autoDraw = False
28.9322 	EXP 	trialImage: image = 'Celebs/17_Margot_Robbie_0014.jpg'
28.9322 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
28.9322 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
28.9322 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
28.9322 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
28.9322 	EXP 	trialImage: autoDraw = True
28.9322 	EXP 	polygon: autoDraw = True
29.4161 	EXP 	trialImage: autoDraw = False
29.4161 	EXP 	polygon: autoDraw = False
29.4161 	EXP 	blank_text: autoDraw = True
29.9015 	EXP 	New trial (rep=0, index=2): {'image': 'Celebs/15_Margot_Robbie_0005.jpg', 'stimulus': 'non_target'}
29.9358 	EXP 	blank_text: autoDraw = False
29.9358 	EXP 	trialImage: image = 'Celebs/21_Emma_Watson_0004.jpg'
29.9358 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
29.9358 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
29.9358 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
29.9358 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
29.9358 	EXP 	trialImage: autoDraw = True
29.9358 	EXP 	polygon: autoDraw = True
30.4172 	EXP 	trialImage: autoDraw = False
30.4172 	EXP 	polygon: autoDraw = False
30.4172 	EXP 	blank_text: autoDraw = True
30.9016 	EXP 	New trial (rep=0, index=3): {'image': 'Celebs/48_Johnny_Depp_0001.jpg', 'stimulus': 'non_target'}
30.9341 	EXP 	blank_text: autoDraw = False
30.9341 	EXP 	trialImage: image = 'Celebs/22_Emma_Watson_0010.jpg'
30.9341 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
30.9341 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
30.9341 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
30.9341 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
30.9341 	EXP 	trialImage: autoDraw = True
30.9341 	EXP 	polygon: autoDraw = True
31.4180 	EXP 	trialImage: autoDraw = False
31.4180 	EXP 	polygon: autoDraw = False
31.4180 	EXP 	blank_text: autoDraw = True
31.9025 	EXP 	New trial (rep=0, index=4): {'image': 'Celebs/14_Emma_Watson_0005.jpg', 'stimulus': 'non_target'}
31.9369 	EXP 	blank_text: autoDraw = False
31.9369 	EXP 	trialImage: image = 'Celebs/25_Scarlett_Johansson_0010.jpg'
31.9369 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
31.9369 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
31.9369 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
31.9369 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
31.9369 	EXP 	trialImage: autoDraw = True
31.9369 	EXP 	polygon: autoDraw = True
32.4195 	EXP 	trialImage: autoDraw = False
32.4195 	EXP 	polygon: autoDraw = False
32.4195 	EXP 	blank_text: autoDraw = True
32.9040 	EXP 	New trial (rep=0, index=5): {'image': 'Celebs/44_Will_Smith_0015.jpg', 'stimulus': 'non_target'}
32.9378 	EXP 	blank_text: autoDraw = False
32.9378 	EXP 	trialImage: image = 'Celebs/24_Scarlett_Johansson_0011.jpg'
32.9378 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
32.9378 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
32.9378 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
32.9378 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
32.9378 	EXP 	trialImage: autoDraw = True
32.9378 	EXP 	polygon: autoDraw = True
33.4206 	EXP 	trialImage: autoDraw = False
33.4206 	EXP 	polygon: autoDraw = False
33.4206 	EXP 	blank_text: autoDraw = True
33.9052 	EXP 	New trial (rep=0, index=6): {'image': 'Celebs/40_Jim_Parsons_0015.jpg', 'stimulus': 'non_target'}
33.9372 	EXP 	blank_text: autoDraw = False
33.9372 	EXP 	trialImage: image = 'Celebs/24_Emma_Stone_0015.jpg'
33.9372 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
33.9372 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
33.9372 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
33.9372 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
33.9372 	EXP 	trialImage: autoDraw = True
33.9372 	EXP 	polygon: autoDraw = True
34.4216 	EXP 	trialImage: autoDraw = False
34.4216 	EXP 	polygon: autoDraw = False
34.4216 	EXP 	blank_text: autoDraw = True
34.9064 	EXP 	New trial (rep=0, index=7): {'image': 'Celebs/42_Will_Smith_0012.jpg', 'stimulus': 'non_target'}
34.9381 	EXP 	blank_text: autoDraw = False
34.9381 	EXP 	trialImage: image = 'Celebs/21_Daniel_Radcliffe_0002.jpg'
34.9381 	EXP 	polygon: foreColor = [1, 1, 1]
34.9381 	EXP 	polygon: fillColor = [1, 1, 1]
34.9381 	EXP 	polygon: borderColor = [1, 1, 1]
34.9381 	EXP 	polygon: color = [1, 1, 1]
34.9381 	EXP 	trialImage: autoDraw = True
34.9381 	EXP 	polygon: autoDraw = True
35.4254 	EXP 	trialImage: autoDraw = False
35.4254 	EXP 	polygon: autoDraw = False
35.4254 	EXP 	blank_text: autoDraw = True
35.9078 	EXP 	New trial (rep=0, index=8): {'image': 'Celebs/58_Jackie_Chan_0005.jpg', 'stimulus': 'non_target'}
35.9394 	EXP 	blank_text: autoDraw = False
35.9394 	EXP 	trialImage: image = 'Celebs/27_Scarlett_Johansson_0012.jpg'
35.9394 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
35.9394 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
35.9394 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
35.9394 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
35.9394 	EXP 	trialImage: autoDraw = True
35.9394 	EXP 	polygon: autoDraw = True
38.5784 	EXP 	New trial (rep=0, index=9): {'image': 'Celebs/48_Johnny_Depp_0005.jpg', 'stimulus': 'non_target'}
38.5853 	EXP 	New trial (rep=0, index=10): {'image': 'Celebs/34_Neil_Patrick_Harris_0004.jpg', 'stimulus': 'non_target'}
38.6101 	EXP 	trialImage: autoDraw = False
38.6101 	EXP 	polygon: autoDraw = False
38.6101 	EXP 	blank_text: autoDraw = False
38.6101 	EXP 	trialImage: image = 'Celebs/16_Margot_Robbie_0009.jpg'
38.6101 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
38.6101 	EXP 	trialImage: autoDraw = False
38.6101 	EXP 	polygon: autoDraw = False
38.6101 	EXP 	blank_text: autoDraw = False
38.6101 	EXP 	trialImage: image = 'Celebs/47_Johnny_Depp_0009.jpg'
38.6101 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
38.6101 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
38.6101 	EXP 	trialImage: autoDraw = False
38.6101 	EXP 	polygon: autoDraw = False
38.6101 	EXP 	blank_text: autoDraw = True
38.9107 	EXP 	New trial (rep=0, index=11): {'image': 'Celebs/19_Margot_Robbie_0001.jpg', 'stimulus': 'non_target'}
38.9436 	EXP 	blank_text: autoDraw = False
38.9436 	EXP 	trialImage: image = 'Celebs/17_Daniel_Radcliffe_0007.jpg'
38.9436 	EXP 	polygon: foreColor = [1, 1, 1]
38.9436 	EXP 	polygon: fillColor = [1, 1, 1]
38.9436 	EXP 	polygon: borderColor = [1, 1, 1]
38.9436 	EXP 	polygon: color = [1, 1, 1]
38.9436 	EXP 	trialImage: autoDraw = True
38.9436 	EXP 	polygon: autoDraw = True
39.4276 	EXP 	trialImage: autoDraw = False
39.4276 	EXP 	polygon: autoDraw = False
39.4276 	EXP 	blank_text: autoDraw = True
39.9118 	EXP 	New trial (rep=0, index=12): {'image': 'Celebs/18_Emma_Stone_0016.jpg', 'stimulus': 'non_target'}
39.9473 	EXP 	blank_text: autoDraw = False
39.9473 	EXP 	trialImage: image = 'Celebs/55_Jackie_Chan_0015.jpg'
39.9473 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
39.9473 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
39.9473 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
39.9473 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
39.9473 	EXP 	trialImage: autoDraw = True
39.9473 	EXP 	polygon: autoDraw = True
40.4288 	EXP 	trialImage: autoDraw = False
40.4288 	EXP 	polygon: autoDraw = False
40.4288 	EXP 	blank_text: autoDraw = True
40.9124 	EXP 	New trial (rep=0, index=13): {'image': 'Celebs/57_Jackie_Chan_0008.jpg', 'stimulus': 'non_target'}
40.9447 	EXP 	blank_text: autoDraw = False
40.9447 	EXP 	trialImage: image = 'Celebs/16_Emma_Stone_0012.jpg'
40.9447 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
40.9447 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
40.9447 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
40.9447 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
40.9447 	EXP 	trialImage: autoDraw = True
40.9447 	EXP 	polygon: autoDraw = True
41.4295 	EXP 	trialImage: autoDraw = False
41.4295 	EXP 	polygon: autoDraw = False
41.4295 	EXP 	blank_text: autoDraw = True
41.9139 	EXP 	New trial (rep=0, index=14): {'image': 'Celebs/21_Emma_Stone_0002.jpg', 'stimulus': 'non_target'}
41.9477 	EXP 	blank_text: autoDraw = False
41.9477 	EXP 	trialImage: image = 'Celebs/20_Margot_Robbie_0006.jpg'
41.9477 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
41.9477 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
41.9477 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
41.9477 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
41.9477 	EXP 	trialImage: autoDraw = True
41.9477 	EXP 	polygon: autoDraw = True
42.4307 	EXP 	trialImage: autoDraw = False
42.4307 	EXP 	polygon: autoDraw = False
42.4307 	EXP 	blank_text: autoDraw = True
42.9150 	EXP 	New trial (rep=0, index=15): {'image': 'Celebs/21_Daniel_Radcliffe_0009.jpg', 'stimulus': 'target'}
42.9481 	EXP 	blank_text: autoDraw = False
42.9481 	EXP 	trialImage: image = 'Celebs/23_Emma_Stone_0014.jpg'
42.9481 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
42.9481 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
42.9481 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
42.9481 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
42.9481 	EXP 	trialImage: autoDraw = True
42.9481 	EXP 	polygon: autoDraw = True
43.4315 	EXP 	trialImage: autoDraw = False
43.4315 	EXP 	polygon: autoDraw = False
43.4315 	EXP 	blank_text: autoDraw = True
43.9165 	EXP 	New trial (rep=0, index=16): {'image': 'Celebs/40_Will_Smith_0012.jpg', 'stimulus': 'non_target'}
43.9489 	EXP 	blank_text: autoDraw = False
43.9489 	EXP 	trialImage: image = 'Celebs/40_Jim_Parsons_0015.jpg'
43.9489 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
43.9489 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
43.9489 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
43.9489 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
43.9489 	EXP 	trialImage: autoDraw = True
43.9489 	EXP 	polygon: autoDraw = True
44.4163 	EXP 	trialImage: autoDraw = False
44.4163 	EXP 	polygon: autoDraw = False
44.4163 	EXP 	blank_text: autoDraw = True
44.9013 	EXP 	New trial (rep=0, index=17): {'image': 'Celebs/21_Daniel_Radcliffe_0002.jpg', 'stimulus': 'target'}
44.9356 	EXP 	blank_text: autoDraw = False
44.9356 	EXP 	trialImage: image = 'Celebs/44_Will_Smith_0015.jpg'
44.9356 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
44.9356 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
44.9356 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
44.9356 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
44.9356 	EXP 	trialImage: autoDraw = True
44.9356 	EXP 	polygon: autoDraw = True
45.4169 	EXP 	trialImage: autoDraw = False
45.4169 	EXP 	polygon: autoDraw = False
45.4169 	EXP 	blank_text: autoDraw = True
45.9022 	EXP 	New trial (rep=0, index=18): {'image': 'Celebs/22_Emma_Watson_0010.jpg', 'stimulus': 'non_target'}
45.9343 	EXP 	blank_text: autoDraw = False
45.9343 	EXP 	trialImage: image = 'Celebs/34_Neil_Patrick_Harris_0007.jpg'
45.9343 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
45.9343 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
45.9343 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
45.9343 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
45.9343 	EXP 	trialImage: autoDraw = True
45.9343 	EXP 	polygon: autoDraw = True
46.4185 	EXP 	trialImage: autoDraw = False
46.4185 	EXP 	polygon: autoDraw = False
46.4185 	EXP 	blank_text: autoDraw = True
46.9028 	EXP 	New trial (rep=0, index=19): {'image': 'Celebs/29_Scarlett_Johansson_0010.jpg', 'stimulus': 'non_target'}
46.9375 	EXP 	blank_text: autoDraw = False
46.9375 	EXP 	trialImage: image = 'Celebs/20_Emma_Stone_0005.jpg'
46.9375 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
46.9375 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
46.9375 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
46.9375 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
46.9375 	EXP 	trialImage: autoDraw = True
46.9375 	EXP 	polygon: autoDraw = True
47.4192 	EXP 	trialImage: autoDraw = False
47.4192 	EXP 	polygon: autoDraw = False
47.4192 	EXP 	blank_text: autoDraw = True
47.9038 	EXP 	New trial (rep=0, index=20): {'image': 'Celebs/21_Daniel_Radcliffe_0008.jpg', 'stimulus': 'target'}
47.9357 	EXP 	blank_text: autoDraw = False
47.9357 	EXP 	trialImage: image = 'Celebs/35_Neil_Patrick_Harris_0009.jpg'
47.9357 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
47.9357 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
47.9357 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
47.9357 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
47.9357 	EXP 	trialImage: autoDraw = True
47.9357 	EXP 	polygon: autoDraw = True
48.4205 	EXP 	trialImage: autoDraw = False
48.4205 	EXP 	polygon: autoDraw = False
48.4205 	EXP 	blank_text: autoDraw = True
48.9050 	EXP 	New trial (rep=0, index=21): {'image': 'Celebs/48_Johnny_Depp_0003.jpg', 'stimulus': 'non_target'}
48.9392 	EXP 	blank_text: autoDraw = False
48.9392 	EXP 	trialImage: image = 'Celebs/37_Will_Smith_0015.jpg'
48.9392 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
48.9392 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
48.9392 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
48.9392 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
48.9392 	EXP 	trialImage: autoDraw = True
48.9392 	EXP 	polygon: autoDraw = True
49.4215 	EXP 	trialImage: autoDraw = False
49.4215 	EXP 	polygon: autoDraw = False
49.4215 	EXP 	blank_text: autoDraw = True
49.9059 	EXP 	New trial (rep=0, index=22): {'image': 'Celebs/21_Margot_Robbie_0003.jpg', 'stimulus': 'non_target'}
49.9386 	EXP 	blank_text: autoDraw = False
49.9386 	EXP 	trialImage: image = 'Celebs/21_Margot_Robbie_0003.jpg'
49.9386 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
49.9386 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
49.9386 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
49.9386 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
49.9386 	EXP 	trialImage: autoDraw = True
49.9386 	EXP 	polygon: autoDraw = True
50.4222 	EXP 	trialImage: autoDraw = False
50.4222 	EXP 	polygon: autoDraw = False
50.4222 	EXP 	blank_text: autoDraw = True
50.9076 	EXP 	New trial (rep=0, index=23): {'image': 'Celebs/19_Margot_Robbie_0004.jpg', 'stimulus': 'non_target'}
50.9391 	EXP 	blank_text: autoDraw = False
50.9391 	EXP 	trialImage: image = 'Celebs/43_Will_Smith_0006.jpg'
50.9391 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
50.9391 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
50.9391 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
50.9391 	EXP 	polygon: color = [-0.4, -0.4, -0.4]
50.9391 	EXP 	trialImage: autoDraw = True
50.9391 	EXP 	polygon: autoDraw = True
51.4232 	EXP 	trialImage: autoDraw = False
51.4232 	EXP 	polygon: autoDraw = False
51.4232 	EXP 	blank_text: autoDraw = True
51.9084 	EXP 	New trial (rep=0, index=24): {'image': 'Celebs/47_Johnny_Depp_0004.jpg', 'stimulus': 'non_target'}
51.9436 	EXP 	blank_text: autoDraw = False
51.9436 	EXP 	trialImage: image = 'Celebs/17_Margot_Robbie_0006.jpg'
51.9436 	EXP 	polygon: foreColor = [-0.4, -0.4, -0.4]
51.9436 	EXP 	polygon: fillColor = [-0.4, -0.4, -0.4]
51.9436 	EXP 	polygon: borderColor = [-0.4, -0.4, -0.4]
