image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,text.started,closedEyes_text.started,trialImage.started,polygon.started,blank_text.started,blank_text.stopped,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,57,57,91,,,,,,,,,84.94557290000375,84.94557290000375,85.42704189999495,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/14_Emma_Watson_0015.jpg,non_target,0,0,0,0,0,58,58,55,,,,,,,,,85.94474920001812,85.94474920001812,86.42806920001749,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/24_Emma_Stone_0015.jpg,non_target,0,0,0,0,0,59,59,56,,,,,,,,,86.94536769995466,86.94536769995466,87.43002470000647,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/24_Scarlett_Johansson_0001.jpg,non_target,0,0,0,0,0,60,60,9,,,,,,,,,87.94852009997703,87.94852009997703,88.4307928000344,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/47_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,61,61,8,,,,,,,,,88.94696059997659,88.94696059997659,89.43150469998363,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/33_Neil_Patrick_Harris_0011.jpg,non_target,0,0,0,0,0,62,62,110,,,,,,,,,89.93142619996797,89.93142619996797,90.41649810003582,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/15_Margot_Robbie_0012.jpg,non_target,0,0,0,0,0,63,63,80,,,,,,,,,90.9329714999767,90.9329714999767,91.41731930000242,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/22_Scarlett_Johansson_0005.jpg,non_target,0,0,0,0,0,64,64,43,,,,,,,,,91.93682079995051,91.93682079995051,92.41854280000553,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/16_Emma_Stone_0010.jpg,non_target,0,0,0,0,0,65,65,93,,,,,,,,,92.93465629999992,92.93465629999992,93.42006090003997,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/17_Daniel_Radcliffe_0007.jpg,target,0,0,0,0,0,66,66,18,,,,,,,,,93.93630119995214,93.93630119995214,94.42052349995356,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/21_Emma_Stone_0003.jpg,non_target,0,0,0,0,0,67,67,24,,,,,,,,,94.93871629994828,94.93871629994828,95.42182499996852,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/36_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,68,68,84,,,,,,,,,95.94035469996743,95.94035469996743,96.4226935999468,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,69,69,95,,,,,,,,,96.9235782000469,96.9235782000469,97.423813899979,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/38_Will_Smith_0013.jpg,non_target,0,0,0,0,0,70,70,12,,,,,,,,,97.94064909999724,97.94064909999724,98.42529659997672,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/44_Will_Smith_0007.jpg,non_target,0,0,0,0,0,71,71,64,,,,,,,,,98.94142509996891,98.94142509996891,99.4269348999951,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/38_Neil_Patrick_Harris_0006.jpg,non_target,0,0,0,0,0,72,72,30,,,,,,,,,99.94584249996115,99.94584249996115,100.4273080000421,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/22_Emma_Watson_0001.jpg,non_target,0,0,0,0,0,73,73,57,,,,,,,,,100.94607710000128,100.94607710000128,101.42919940000866,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/17_Margot_Robbie_0012.jpg,non_target,0,0,0,0,0,74,74,66,,,,,,,,,101.94821900001261,101.94821900001261,102.42938940005843,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/23_Daniel_Radcliffe_0010.jpg,target,0,0,0,0,0,75,75,14,,,,,,,,,102.947251399979,102.947251399979,103.43049439997412,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/26_Scarlett_Johansson_0008.jpg,non_target,0,0,0,0,0,76,76,46,,,,,,,,,103.94931709999219,103.94931709999219,104.43154210003559,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/18_Daniel_Radcliffe_0008.jpg,target,0,0,0,0,0,77,77,27,,,,,,,,,104.94828390004113,104.94828390004113,105.41559690004215,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
